Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.3501.80 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.3872.34 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.3765.30 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.5024.53 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.4231.83 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3548.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.3832.61 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4255.29 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.3936.55 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3832.90 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.5394.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.3787.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.3216.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.5130.74 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.3349.89 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.4212.53 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4287.24 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.3104.82 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3483.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.3996.64 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.3537.76 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.4465.54 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3250.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3511.34 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.4685.86 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.4932.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.3044.38 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3145.86 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4555.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3643.42 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.4124.93 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4674.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3203.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.4155.75 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3791.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.5333.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3846.35 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.5883.29 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.3694.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.4049.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.5747.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3048.64 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.3311.31 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3493.35 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5025.38 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4884.59 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.5451.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.4441.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/41.0.3910.86 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.4148.20 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4932.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4157.55 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3208.36 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.5591.86 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.5028.71 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.5045.90 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.3381.21 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.3327.80 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.5817.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/50.0.4301.73 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.3684.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.4926.83 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3028.70 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.3152.43 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3785.73 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5790.73 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.4742.21 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.5053.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4377.57 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3042.48 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3434.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.4383.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4379.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.5600.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.4347.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4554.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.4490.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5841.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.5681.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3368.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.5172.74 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4416.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.5407.67 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4613.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.5232.70 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5789.51 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4600.71 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.3865.21 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.4920.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.5614.73 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4940.96 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.3072.30 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5404.79 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.4878.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.5527.79 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.4039.59 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.4209.98 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.4651.64 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3965.85 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5707.33 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5773.36 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.4284.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.5590.23 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4133.83 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.5103.34 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.5998.87 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.4018.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.3200.72 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.4449.79 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4626.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.5555.54 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3273.71 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.5329.44 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.4238.40 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5548.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4639.58 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.4979.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3165.32 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.5094.23 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.4514.60 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.4935.29 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.3424.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.5294.84 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5170.33 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.5205.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.4789.96 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.3110.66 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.4047.75 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.4236.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.4998.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5831.45 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4578.20 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.4932.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3343.99 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4548.56 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.4646.48 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4884.83 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.5459.53 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4950.29 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5827.52 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.3165.61 Mobile Safari/537.36
